P,P_smooth,Q,region_name,fuel
6.24235006119951,8.7336445,.002946101827547,Africa,coal
6.311238558815427,8.7441044,.0032432450260967,Africa,gas
6.380127056431345,8.7546072,.0035403882246464,Africa,gas
6.449015554047262,8.7651529,.0038375314231962,Africa,gas
6.517904051663178,8.7757425,.0041346746217459,Africa,gas
6.586792549279095,8.786211,.0044318178202957,Africa,gas
6.655681046895012,8.7967243,.0047289610188454,Africa,gas
6.724569544510929,8.8072834,.0050261042173952,Africa,gas
6.793458042126846,8.8178864,.0053232474159449,Africa,gas
6.862346539742763,8.8285351,.0056203906144947,Africa,gas
6.931235037358681,8.8392286,.0059175338130444,Africa,gas
7.000123534974596,8.849966,.0062146770115942,Africa,gas
7.069012032590514,8.8607492,.0065118202101439,Africa,gas
7.137900530206431,8.8715773,.0068089634086937,Africa,gas
7.206789027822348,8.8824501,.0071061066072434,Africa,gas
7.275677525438265,8.8933678,.0074032498057932,Africa,gas
7.344566023054182,8.9043303,.0077003930043429,Africa,gas
7.413454520670099,8.9153376,.0079975362028927,Africa,gas
7.482343018286016,8.9263897,.0082946794014424,Africa,gas
7.551231515901932,8.9374866,.0085918225999922,Africa,gas
7.62012001351785,8.9486275,.0088889657985419,Africa,gas
7.689008511133767,8.9598141,.0091861089970917,Africa,gas
7.757897008749683,8.9710445,.0094832521956414,Africa,gas
7.8267855063656,8.9823198,.0097803953941911,Africa,gas
7.895674003981517,8.9936399,.0100775385927409,Africa,gas
7.964562501597435,9.0050049,.0103746817912906,Africa,gas
8.03345099921335,9.0164137,.0106718249898404,Africa,gas
8.102339496829268,9.0278673,.0109689681883901,Africa,gas
8.171227994445186,9.0393658,.0112661113869399,Africa,gas
8.240116492061102,9.0509081,.0115632545854896,Africa,gas
8.309004989677019,9.0624952,.0118603977840394,Africa,gas
8.377893487292937,9.0741272,.0121575409825891,Africa,gas
8.446781984908853,9.0858021,.0124546841811389,Africa,gas
8.51567048252477,9.0975227,.0127518273796886,Africa,gas
8.584558980140686,9.1092863,.0130489705782384,Africa,gas
8.653447477756604,9.1210957,.0133461137767881,Africa,gas
8.72233597537252,9.1329479,.0136432569753379,Africa,gas
8.791224472988437,9.1448298,.0139404001738876,Africa,gas
8.860112970604355,9.1567564,.0142375433724374,Africa,gas
8.929001468220271,9.168726,.0145346865709871,Africa,gas
8.997889965836189,9.1807413,.0148318297695369,Africa,gas
9.066778463452106,9.1927996,.0151289729680866,Africa,gas
9.135666961068022,9.2049026,.0154261161666363,Africa,gas
9.20455545868394,9.2170496,.0157232593651861,Africa,gas
9.273443956299857,9.2292404,.0160204025637358,Africa,gas
9.342332453915773,9.2414751,.0163175457622856,Africa,gas
9.411220951531689,9.2537537,.0166146889608353,Africa,gas
9.480109449147607,9.2660761,.0169118321593851,Africa,gas
9.548997946763524,9.2784414,.0172089753579348,Africa,gas
9.61788644437944,9.2908516,.0175061185564846,Africa,gas
9.686774941995358,9.3033047,.0178032617550343,Africa,gas
10.19389547899858,9.3137674,.018061706078394,Africa,coal
10.7010160160018,9.3242693,.0183201504017537,Africa,coal
11.20813655300502,9.3348083,.0185785947251134,Africa,coal
11.71525709000824,9.3453856,.018837039048473,Africa,coal
12.22237762701147,9.3559999,.0190954833718327,Africa,coal
12.72949816401469,9.3666534,.0193539276951924,Africa,coal
12.72949816401469,9.3795223,.0196535055940856,Africa,coal
12.72949816401469,9.3924351,.0199530834929787,Africa,coal
12.72949816401469,9.4053917,.0202526613918719,Africa,coal
12.72949816401469,9.4183912,.020552239290765,Africa,coal
12.72949816401469,9.4314337,.0208518171896582,Africa,coal
12.72949816401469,9.444519,.0211513950885514,Africa,coal
12.72949816401469,9.4576483,.0214509729874445,Africa,coal
12.72949816401469,9.4708195,.0217505508863377,Africa,coal
12.72949816401469,9.4840345,.0220501287852308,Africa,coal
12.72949816401469,9.4972916,.022349706684124,Africa,coal
12.72949816401469,9.5106096,.0226492845830172,Africa,coal
12.72949816401469,9.5239697,.0229488624819103,Africa,coal
12.72949816401469,9.5373726,.0232484403808035,Africa,coal
12.72949816401469,9.5508175,.0235480182796966,Africa,coal
12.72949816401469,9.5643044,.0238475961785898,Africa,coal
12.72949816401469,9.5778332,.024147174077483,Africa,coal
12.72949816401469,9.591403,.0244467519763761,Africa,coal
12.72949816401469,9.6050158,.0247463298752693,Africa,coal
12.72949816401469,9.6186695,.0250459077741624,Africa,coal
12.72949816401469,9.6323652,.0253454856730556,Africa,coal
12.72949816401469,9.6461029,.0256450635719487,Africa,coal
12.72949816401469,9.6598816,.0259446414708419,Africa,coal
12.72949816401469,9.6737013,.0262442193697351,Africa,coal
12.72949816401469,9.687562,.0265437972686282,Africa,coal
12.72949816401469,9.7014647,.0268433751675214,Africa,coal
12.72949816401469,9.7154074,.0271429530664145,Africa,coal
12.72949816401469,9.7293921,.0274425309653077,Africa,coal
12.72949816401469,9.7434168,.0277421088642009,Africa,coal
12.72949816401469,9.7574816,.028041686763094,Africa,coal
12.72949816401469,9.7715883,.0283412646619872,Africa,coal
12.72949816401469,9.7857342,.0286408425608803,Africa,coal
12.72949816401469,9.799921,.0289404204597735,Africa,coal
12.72949816401469,9.8141479,.0292399983586667,Africa,coal
12.72949816401469,9.8284149,.0295395762575598,Africa,coal
12.72949816401469,9.8427219,.029839154156453,Africa,coal
12.72949816401469,9.8570681,.0301387320553461,Africa,coal
12.72949816401469,9.8714552,.0304383099542393,Africa,coal
12.72949816401469,9.8858814,.0307378878531325,Africa,coal
12.72949816401469,9.9003468,.0310374657520256,Africa,coal
