"","x"
"1",22.0283836623208
"2",6.87440576071197
"3",79.4155420177333
"4",7.84305816052109
"5",17.6628408847633
"6",66.5229225472247
"7",11.3897638848713
"8",135.251265262222
"9",4.91163320884784
"10",15.1328221816891
"11",13.9720037052742
"12",63.1722400978163
"13",21.1528618158799
"14",26.0469608940024
"15",11.7498757142518
"16",7.59514510027437
"17",31.469810078622
"18",27.571090146661
"19",18.4977969468081
"20",5.97954271244926
"21",7.45030297966073
"22",41.9900603231837
"23",7.02656953046187
"24",16.1368525312592
"25",49.7970176352235
"26",8.38547402297179
"27",28.5942185487093
"28",6.27171562210855
"29",27.6913521027585
"30",9.12361801128782
"31",14.8146847280712
"32",46.7130846738691
"33",90.1333657489397
"34",41.803293464872
"35",19.0651590286715
"36",60.9784933635483
"37",29.9550293066062
"38",15.6789538743758
"39",50.0148829097807
"40",16.252552390241
"41",22.0316633431621
"42",35.7062111736911
"43",72.34472175357
"44",6.34653400274359
"45",8.9041401939737
"46",40.0079348018999
"47",65.6344950107834
"48",5.10063122446272
"49",7.78385658126433
"50",3.85358751990712
"51",7.07987643220507
"52",84.3269882609337
"53",59.1332949308019
"54",7.90992146337312
"55",31.8265120852454
"56",48.2072888421997
"57",27.1174381911073
"58",15.3445837630953
"59",5.27336191501298
"60",8.78585062959134
"61",6.05910500678992
"62",5.90320120863994
"63",9.06097022766788
"64",57.8319879266729
"65",50.6011529502727
"66",19.3479616954193
"67",12.488708405551
"68",30.7781032478451
"69",7.94571726131918
"70",51.1431412212608
"71",42.3934965526028
"72",11.0892843133307
"73",1.60914231635839
"74",17.9216521598885
"75",9.78048064012687
"76",9.4984459549015
"77",7.37388338407611
"78",7.90714212492855
"79",2.68712184388683
"80",26.0033605217186
"81",15.643291870234
"82",4.09729245999318
"83",5.88839728105985
"84",8.92680251467145
"85",3.33303897635226
"86",8.47063813506379
"87",50.9218636050187
"88",34.7659120976941
"89",28.0047083250707
"90",38.1243741313139
"91",50.2946984308707
"92",16.2556172111257
"93",14.0075363510152
"94",4.67027543559352
"95",52.3097407323929
"96",45.4026790395115
"97",5.84980689861192
"98",68.56419153842
"99",58.3536901604672
"100",14.7139724923794
"101",11.7197600886547
"102",29.0675272489696
"103",108.381412809691
"104",8.29941072923961
"105",3.55937147374051
"106",42.5602121256797
"107",30.8961453696844
"108",74.4301106529703
"109",32.2244437771018
"110",28.4696494848404
"111",5.53095493270553
"112",96.7674090098418
"113",43.5792743317653
"114",16.9717487039127
"115",12.7655957548448
"116",3.74272223364538
"117",8.53327090773933
"118",14.3212144182651
"119",4.58943344474742
"120",21.8356445691266
"121",61.2784678330031
"122",56.1632913039692
"123",32.3496441015575
"124",49.4002189644822
"125",20.4500457618467
"126",6.23205663036336
"127",10.6993435351612
"128",24.7841211849631
"129",10.6648266919816
"130",26.594615509993
"131",11.0829298414013
"132",21.5386602026983
"133",16.0257006394408
"134",5.83784340703813
"135",23.2169082514376
"136",17.9327372570919
"137",23.9479533507973
"138",25.005029521935
"139",32.1387712711813
"140",35.2609921508112
"141",6.45364961472617
"142",76.6155378919473
"143",18.2077538985873
"144",12.4499848624146
"145",11.3420399492307
"146",10.0889140285715
"147",14.8364541135851
"148",8.16672086256013
"149",15.502937988458
"150",46.3134765258052
"151",5.1319926874495
"152",10.5831413264846
"153",20.3409045044326
"154",34.1020456907239
"155",7.67250106997786
"156",18.6215904248995
"157",7.81414602377764
"158",20.0909207097895
"159",67.4682759742173
"160",31.1593864580207
"161",7.3525588925933
"162",6.30877225864267
"163",5.3209829816249
"164",26.8548889225085
"165",11.4694746495889
"166",8.70052498256752
"167",26.0783653586653
"168",16.395757272858
"169",7.58629915234451
"170",14.6599219187239
"171",22.9628988601643
"172",31.2290260902227
"173",34.7308234751512
"174",35.8406486768632
"175",8.43028370735372
"176",11.9255296028642
"177",2.74457196874173
"178",28.6179155715987
"179",8.54173402436679
"180",12.8123236057277
"181",22.502731316076
"182",23.4850850282663
"183",24.2466883041422
"184",16.515197603965
"185",34.8305312726419
"186",13.2590688658361
"187",24.115831260855
"188",91.7567975450744
"189",3.95811513046399
"190",8.9391275649151
"191",8.08657601286191
"192",35.092918194702
"193",9.11294743892107
"194",3.8751211338698
"195",18.7797441717024
"196",22.4463851482908
"197",81.0260893709561
"198",45.1050286437523
"199",11.3632470566669
"200",44.1788635263487
"201",21.3762869131738
"202",16.4874463061179
"203",3.24994126424445
"204",15.7788769405094
"205",10.1595570173534
"206",17.2006064564302
"207",23.0387573618981
"208",8.29408080566441
"209",9.39007020385511
"210",27.2793165406777
"211",5.89873208064048
"212",24.1568214727835
"213",96.6942490353681
"214",6.90042903214704
"215",12.8896968308863
"216",12.7417340209634
"217",10.0307924602028
"218",6.92584594892215
"219",48.2058604031437
"220",7.59507668523816
"221",14.2204609755007
"222",12.8004530167641
"223",35.4691946515487
"224",20.4284969232372
"225",2.85448535131234
"226",20.6144848608418
"227",30.7323415518734
"228",7.51413336393444
"229",14.2434675457096
"230",4.91943700874863
"231",5.90602896315007
"232",24.871133147434
"233",5.91371898662615
"234",27.7277143446098
"235",50.6384814646881
"236",34.9537382152726
"237",33.3040804890444
"238",39.0362505402153
"239",13.3463316215039
"240",22.901699931914
"241",7.07752068492103
"242",36.2059914097155
"243",7.97508428082298
"244",11.6197992400279
"245",4.17629496085403
"246",12.1815333341092
"247",4.19773078395399
"248",6.95235617447465
"249",46.4166508030062
"250",10.0241181934945
"251",48.9035880683652
"252",11.037600259125
"253",42.0117307094202
"254",18.05474492652
"255",2.9416632592409
"256",3.40971501438627
