"","x"
"1",2.61963800978312
"2",14.4197439043183
"3",7.97861235760444
"4",13.6869899033288
"5",5.52422879597592
"6",6.42409366518017
"7",6.33978723364166
"8",14.2847367499945
"9",17.6606851373655
"10",18.1081256938244
"11",26.7018881351525
"12",1.99738587150523
"13",10.8669785131448
"14",46.6121932132344
"15",18.6063213270351
"16",3.14110025946062
"17",19.7470797678292
"18",13.8196244288462
"19",5.52258379541361
"20",34.5069850812144
"21",7.14292986899652
"22",10.7573057339283
"23",7.32531976070956
