"","x"
"1",807.208102655683
"2",10517.6574802367
"3",1794.70525859168
"4",1292.73709197495
"5",823.895292278265
"6",2726.83535702989
"7",3163.5542964044
"8",6883.26060892088
"9",2712.66024812126
"10",35295.0975916053
"11",30310.2089667472
"12",1350.31415099349
"13",24426.1244679533
"14",22956.7733018723
"15",1561.70832703523
"16",1228.67829028589
"17",1227.79930763611
"18",11738.3699612486
"19",1054.2603309193
"20",7029.97089905466
"21",1389.78114153339
"22",10875.9830940057
"23",1209.10164537126
"24",3009.16897593116
"25",12064.79261119
"26",3384.94012161063
"27",2383.39095034459
"28",908.93683330308
"29",3239.06225482552
"30",3073.3945330142
"31",3158.23558771573
"32",7207.1175934345
"33",3538.99589160286
"34",8522.01904671758
"35",1030.74230500803
"36",372.509029634149
"37",2560.04226462591
"38",6146.62543158002
"39",1106.20249694624
"40",269.398217990553
"41",6470.69907407046
"42",729.520386115792
"43",265.811740155689
"44",1909.14616419702
"45",4552.10936336812
"46",527.745279587875
"47",8204.35439737588
"48",3264.23663371267
"49",1700.40377007532
"50",1094.82250760794
"51",1484.3485236217
"52",4000.42306327295
"53",5231.98185209255
"54",1098.59656624494
"55",17310.7446235138
"56",449.641788961421
"57",216.976496424197
"58",2865.78245284699
"59",665.345814788587
"60",357.84246589402
"61",1267.36938165266
"62",3816.31915870156
"63",543.764151791666
"64",1039.3648711961
"65",1691.37237649162
"66",943.775773677739
"67",6149.66131936961
"68",21609.6815288353
"69",3815.83354257983
"70",3599.92382697532
"71",742.519701677794
"72",880.389982679032
"73",9048.23232096289
"74",5210.14314442997
"75",2516.0042505698
"76",3637.54620055785
"77",1286.98157204736
"78",11522.3450458342
"79",7368.74693174383
"80",623.992594538551
"81",439.58670411169
"82",608.238411120031
"83",1987.77966449234
"84",578.917599187724
"85",628.496370415117
"86",838.255556744574
"87",1697.82364009933
"88",208.073327470213
"89",239.299172551674
"90",1197.30314594095
"91",243.217788520858
"92",838.074356815155
"93",5297.7706761386
"94",3587.20120367697
"95",1449.39942604196
"96",479.047953291363
"97",7283.23770053251
"98",408.042207776626
"99",1106.84618462358
"100",9008.66362423145
"101",5054.84735138927
"102",512.121173808863
"103",844.349055787776
"104",255.311777105648
"105",1029.84741355503
"106",6228.20315418659
"107",2844.46628394577
"108",18399.4031158698
"109",2949.95116445193
"110",8068.45032519986
"111",546.852752286286
"112",1990.04376942591
"113",406.529939317584
"114",621.787679347996
"115",2469.93080686373
"116",643.746226935875
"117",2067.28520342399
"118",1897.15282435849
"119",629.473736563402
"120",842.41376162808
"121",333.469199164662
"122",3582.19630109411
"123",3768.7252575114
"124",896.870031108418
"125",1069.47283389723
"126",3627.0540751991
"127",3432.06431927103
"128",5260.2633899262
"129",7516.37768595112
"130",6245.07565097496
"131",4444.56315062005
"132",1548.43372951971
"133",1365.64647161585
"134",1446.31461971636
"135",2700.01312322874
"136",5427.62951551081
"137",21591.4531303395
"138",674.559603122641
"139",2679.4860617018
"140",978.473035157882
"141",1430.86125408643
"142",234.737076943684
"143",1582.06435581974
"144",529.455048377327
"145",292.421924112829
"146",2207.51005118664
"147",1233.20961243197
"148",1028.1400364277
"149",1701.69038977911
"150",8104.5635089261
"151",510.289153672909
"152",12752.4706673318
"153",3406.52183752435
"154",2724.29597257771
